aar,aa,Afar,,
abk,ab,Abkhazian,Abkhaz,
afr,af,Afrikaans,,
aka,ak,Akan,,
amh,am,Amharic,,
ara,ar,Arabic,,
arg,an,Aragonese,,
asm,as,Assamese,,
ava,av,Avaric,Avar,
ave,ae,Avestan,,
aym,ay,Aymara,Aymaran,
aze,az,Azerbaijani,Azeri,
bak,ba,Bashkir,,
bam,bm,Bambara,,
bel,be,Belarusian,,
ben,bn,Bengali,Bangla,
bis,bi,Bislama,,
bod,bo,Tibetan,Standard Tibetan,
bos,bs,Bosnian,,
bre,br,Breton,,
bul,bg,Bulgarian,,
cat,ca,Catalan,Valencian,
ces,cs,Czech,Czechian,
cha,ch,Chamorro,,
che,ce,Chechen,Chechnyan,Chechnian
chu,cu,Church Slavonic,Old Slavonic,Old Church Slavonic
chv,cv,Chuvash,,
cor,kw,Cornish,,
cos,co,Corsican,,
cre,cr,Cree,,
cym,cy,Welsh,,
dan,da,Danish,,
deu,de,German,,
div,dv,Divehi,Dhivehi,Maldivian
dzo,dz,Dzongkha,Bhutanese,
ell,el,Greek,Modern Greek,
eng,en,English,,
epo,eo,Esperanto,,
est,et,Estonian,,
eus,eu,Basque,,
ewe,ee,Ewe,,
fao,fo,Faroese,,
fas,fa,Persian,Farsi,
fij,fj,Fijian,,
fin,fi,Finnish,,
fra,fr,French,,
fry,fy,Western Frisian,West Frisian,Frisian
ful,ff,Fulah,Fulani,
gla,gd,Gaelic,Scottish Gaelic,
gle,ga,Irish,,
glg,gl,Galician,,
glv,gv,Manx,,
grn,gn,Guarani,,
guj,gu,Gujarati,,
hat,ht,Haitian,Haitian Creole,
hau,ha,Hausa,Hausan,
heb,he,Hebrew,Modern Hebrew,
her,hz,Herero,,
hin,hi,Hindi,,
hmo,ho,Hiri Motu,Police Motu,
hrv,hr,Croatian,Crovatian,
hun,hu,Hungarian,,
hye,hy,Armenian,,
ibo,ig,Igbo,,
ido,io,Ido,,
iii,ii,Sichuan Yi,Nuosu,Northern Yi
iku,iu,Inuktitut,,
ile,ie,Interlingue,Occidental,
ina,ia,Interlingua,,
ind,id,Indonesian,,
ipk,ik,Inupiaq,,
isl,is,Icelandic,,
ita,it,Italian,,
jav,jv,Javanese,,
jpn,ja,Japanese,,
kal,kl,Kalaallisut,Greenlandic,
kan,kn,Kannada,Kannadan,
kas,ks,Kashmiri,,
kat,ka,Georgian,,
kau,kr,Kanuri,,
kaz,kk,Kazakh,,
khm,km,Central Khmer,Khmer,Cambodian
kik,ki,Kikuyu,Gikuyu,
kin,rw,Kinyarwanda,Rwandan,
kir,ky,Kirghiz,Kyrgyz,
kom,kv,Komi,Zyran,Komi-Zyryan
kon,kg,Kongo,,
kor,ko,Korean,,
kua,kj,Kuanyama,Kwanyama,Cuanhama
kur,ku,Kurdish,,
lao,lo,Lao,,
lat,la,Latin,,
lav,lv,Latvian,,
lim,li,Limburgan,Limburger,Limburgish
lin,ln,Lingala,Ngala,
lit,lt,Lithuanian,,
ltz,lb,Luxembourgish,Letzeburgesch,Luxembourgian
lub,lu,Luba-Katanga,Luba-Shaba,
lug,lg,Ganda,,
mah,mh,Marshallese,Ebon,
mal,ml,Malayalam,,
mar,mr,Marathi,Maharashtran,
mkd,mk,Macedonian,,
mlg,mg,Malagasy,,
mlt,mt,Maltese,,
mon,mn,Mongolian,,
mri,mi,Maori,,
msa,ms,Malay,,
mya,my,Burmese,Myanmar,
nau,na,Nauru,Nauruan,
nav,nv,Navajo,Navaho,
nbl,nr,South Ndebele,Southern Ndebele,
nde,nd,North Ndebele,Northern Ndebele,
ndo,ng,Ndonga,,
nep,ne,Nepali,Nepalese,
nld,nl,Dutch,Flemish,
nno,nn,Norwegian Nynorsk,Nynorsk,
nob,nb,Norwegian Bokmål,Bokmål,
nor,no,Norwegian,,
nya,ny,Chichewa,Chewa,Nyanja
oci,oc,Occitan,Provential,
oji,oj,Ojibwa,Ojibwe,Ojibway
ori,or,Oriya,Odian,Odishan
orm,om,Oromo,,
oss,os,Ossetian,Ossetic,
pan,pa,Punjabi,Panjabi,
pli,pi,Pali,,
pol,pl,Polish,,
por,pt,Portuguese,,
pus,ps,Pashto,Pushto,
que,qu,Quechua,,
roh,rm,Romansh,,
ron,ro,Romanian,Moldavian,Moldovan
run,rn,Rundi,Kirundi,
rus,ru,Russian,,
sag,sg,Sango,Sangoic,
san,sa,Sanskrit,,
sin,si,Sinhala,Sinhalese,
slk,sk,Slovak,,
slv,sl,Slovenian,Slovene,
sme,se,Northern Sami,,
smo,sm,Samoan,,
sna,sn,Shona,,
snd,sd,Sindhi,,
som,so,Somali,Somalian,
sot,st,Southern Sotho,,
spa,es,Spanish,Castilian,
sqi,sq,Albanian,,
srd,sc,Sardinian,,
srp,sr,Serbian,,
ssw,ss,Swati,Swazi,
sun,su,Sundanese,,
swa,sw,Swahili,,
swe,sv,Swedish,,
tah,ty,Tahitian,,
tam,ta,Tamil,Tamizh,
tat,tt,Tatar,,
tel,te,Telugu,,
tgk,tg,Tajik,,
tgl,tl,Tagalog,,
tha,th,Thai,Central Thai,Siamese
tir,ti,Tigrinya,Tigrigna,
ton,to,Tonga,Tongan,
tsn,tn,Tswana,Sechuana,
tso,ts,Tsonga,,
tuk,tk,Turkmen,,
tur,tr,Turkish,,
twi,tw,Twi,,
uig,ug,Uighur,Uyghur,
ukr,uk,Ukrainian,,
urd,ur,Urdu,,
uzb,uz,Uzbek,,
ven,ve,Venda,,
vie,vi,Vietnamese,,
vol,vo,Volapük,,
wln,wa,Walloon,,
wol,wo,Wolof,,
xho,xh,Xhosa,,
yid,yi,Yiddish,,
yor,yo,Yoruba,,
zha,za,Zhuang,Chuang,
zho,zh,Chinese,,
zul,zu,Zulu,,
